partitioning time,sampling time,feature_update time,neighbor_search time,shared_aggregation time,unique_aggregation time
0.09216000139713287,0.07475200295448303,10.0065279006958,0.1382399946451187,0.03481600061058998,0.028672000393271446
0.08191999793052673,0.062431998550891876,0.41676801443099976,0.131071999669075,0.030719999223947525,0.03276799991726875
0.07782399654388428,0.05734400078654289,0.374783992767334,0.12294399738311768,0.02860799990594387,0.025599999353289604
0.0798719972372055,0.05929600074887276,0.41574400663375854,0.12595200538635254,0.030719999223947525,0.026623999699950218
0.08089599758386612,0.05939200147986412,0.39209601283073425,0.12902399897575378,0.030719999223947525,0.026623999699950218
0.0798719972372055,0.05939200147986412,0.3840000033378601,0.12806400656700134,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.05734400078654289,0.3686400055885315,0.13414399325847626,0.02969600073993206,0.025599999353289604
0.07680000364780426,0.05734400078654289,0.3676159977912903,0.12492799758911133,0.028704000636935234,0.02457600086927414
0.07680000364780426,0.05632000043988228,0.3646079897880554,0.12390399724245071,0.028672000393271446,0.02457600086927414
0.07782399654388428,0.058368001133203506,0.37171199917793274,0.12185599654912949,0.02876799926161766,0.025599999353289604
0.0798719972372055,0.06143999844789505,0.39526399970054626,0.12902399897575378,0.04092799872159958,0.025599999353289604
0.07680000364780426,0.05734400078654289,0.36444801092147827,0.12185599654912949,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.058368001133203506,0.3665919899940491,0.12083200365304947,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.05734400078654289,0.36556801199913025,0.12185599654912949,0.028672000393271446,0.025536000728607178
0.0798719972372055,0.06143999844789505,0.40243199467658997,0.12902399897575378,0.03174399957060814,0.03782400116324425
0.08089599758386612,0.06143999844789505,0.4136959910392761,0.12800000607967377,0.03174399957060814,0.027648000046610832
0.07577600330114365,0.05632000043988228,0.36454400420188904,0.12185599654912949,0.028672000393271446,0.025599999353289604
0.07779199630022049,0.05632000043988228,0.3635199964046478,0.12185599654912949,0.028672000393271446,0.025599999353289604
0.07782399654388428,0.05632000043988228,0.3973119854927063,0.12185599654912949,0.028672000393271446,0.02364799939095974
0.0798719972372055,0.06143999844789505,0.4044800102710724,0.12902399897575378,0.030719999223947525,0.027648000046610832
0.07680000364780426,0.05632000043988228,0.365664005279541,0.1228799968957901,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.05632000043988228,0.3665919899940491,0.12390399724245071,0.02969600073993206,0.025599999353289604
0.1003199964761734,0.05632000043988228,0.3962880074977875,0.12492799758911133,0.027648000046610832,0.02457600086927414
0.07577600330114365,0.1013759970664978,0.36556801199913025,0.131071999669075,0.030719999223947525,0.026623999699950218
0.07577600330114365,0.05632000043988228,0.36556801199913025,0.14233599603176117,0.030719999223947525,0.026623999699950218
0.07577600330114365,0.05632000043988228,0.3624959886074066,0.12390399724245071,0.027648000046610832,0.02457600086927414
0.07680000364780426,0.057312000542879105,0.38707199692726135,0.12390399724245071,0.027648000046610832,0.024639999493956566
0.07680000364780426,0.05632000043988228,0.3676159977912903,0.13516800105571747,0.03174399957060814,0.027648000046610832
0.07680000364780426,0.05632000043988228,0.36454400420188904,0.12595200538635254,0.028672000393271446,0.02457600086927414
0.07680000364780426,0.055296000093221664,0.3973119854927063,0.12492799758911133,0.028672000393271446,0.02457600086927414
0.0798719972372055,0.0798719972372055,0.3973119854927063,0.1228799968957901,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.05632000043988228,0.3635199964046478,0.1669120043516159,0.03174399957060814,0.027648000046610832
0.07577600330114365,0.05632000043988228,0.3635199964046478,0.1228799968957901,0.027648000046610832,0.024607999250292778
0.07680000364780426,0.05632000043988228,0.3665919899940491,0.12390399724245071,0.028672000393271446,0.025599999353289604
0.0798719972372055,0.060416001826524734,0.39423999190330505,0.13926400244235992,0.027648000046610832,0.025599999353289604
0.07782399654388428,0.06035200133919716,0.38092800974845886,0.1525759994983673,0.030719999223947525,0.026688000187277794
0.07884799689054489,0.05939200147986412,0.38707199692726135,0.12800000607967377,0.030719999223947525,0.05222399905323982
0.07680000364780426,0.05632000043988228,0.36454400420188904,0.12390399724245071,0.02860799990594387,0.024671999737620354
0.0798719972372055,0.05734400078654289,0.39423999190330505,0.12390399724245071,0.028672000393271446,0.02457600086927414
0.08089599758386612,0.06143999844789505,0.3973119854927063,0.12800000607967377,0.030719999223947525,0.026623999699950218
0.07782399654388428,0.056352000683546066,0.3635199964046478,0.12185599654912949,0.028672000393271446,0.025599999353289604
0.07680000364780426,0.055296000093221664,0.36454400420188904,0.1228799968957901,0.027648000046610832,0.02457600086927414
0.07782399654388428,0.05632000043988228,0.3676159977912903,0.1228799968957901,0.028672000393271446,0.024607999250292778
0.08089599758386612,0.06143999844789505,0.4208639860153198,0.13414399325847626,0.030719999223947525,0.026623999699950218
0.07782399654388428,0.055296000093221664,0.36454400420188904,0.1228799968957901,0.027648000046610832,0.02457600086927414
0.07680000364780426,0.05632000043988228,0.36454400420188904,0.1228799968957901,0.028672000393271446,0.02457600086927414
0.07782399654388428,0.05734400078654289,0.39423999190330505,0.1228799968957901,0.028672000393271446,0.025599999353289604
0.0798719972372055,0.05939200147986412,0.4065279960632324,0.130048006772995,0.030719999223947525,0.027648000046610832
0.08294399827718735,0.05734400078654289,0.36768001317977905,0.1525759994983673,0.030719999223947525,0.026623999699950218
0.07680000364780426,0.05632000043988228,0.36348798871040344,0.1228799968957901,0.027648000046610832,0.025599999353289604
0.07680000364780426,0.05734400078654289,0.39321601390838623,0.1228799968957901,0.028672000393271446,0.02457600086927414
0.08089599758386612,0.05939200147986412,0.39423999190330505,0.12800000607967377,0.02860799990594387,0.02457600086927414
0.07782399654388428,0.05632000043988228,0.3635199964046478,0.12492799758911133,0.027648000046610832,0.02457600086927414
0.0798719972372055,0.058368001133203506,0.3850240111351013,0.13516800105571747,0.027648000046610832,0.02457600086927414
0.07577600330114365,0.05632000043988228,0.3676159977912903,0.12697599828243256,0.027648000046610832,0.02457600086927414
0.0798719972372055,0.060416001826524734,0.3962880074977875,0.131071999669075,0.027648000046610832,0.02457600086927414
0.07577600330114365,0.05632000043988228,0.36454400420188904,0.12697599828243256,0.027648000046610832,0.02457600086927414
0.0798719972372055,0.060416001826524734,0.4423680007457733,0.12800000607967377,0.030719999223947525,0.027648000046610832
0.07676800340414047,0.05632000043988228,0.3624959886074066,0.1228799968957901,0.028672000393271446,0.024607999250292778
0.07680000364780426,0.05632000043988228,0.3819519877433777,0.12492799758911133,0.027744000777602196,0.02457600086927414
0.07782399654388428,0.05734400078654289,0.4034560024738312,0.1228799968957901,0.02864000014960766,0.02364799939095974
0.08089599758386612,0.05939200147986412,0.39526399970054626,0.12902399897575378,0.03081599995493889,0.026623999699950218
0.07680000364780426,0.05632000043988228,0.3635199964046478,0.13209599256515503,0.028575999662280083,0.02457600086927414
0.07782399654388428,0.056384000927209854,0.3645760118961334,0.1228799968957901,0.030719999223947525,0.025599999353289604
0.07782399654388428,0.05632000043988228,0.36454400420188904,0.12297599762678146,0.028672000393271446,0.02457600086927414
0.07884799689054489,0.055296000093221664,0.41471999883651733,0.1228799968957901,0.028672000393271446,0.02457600086927414
0.07782399654388428,0.05632000043988228,0.3686400055885315,0.11980800330638885,0.028672000393271446,0.02457600086927414
0.07884799689054489,0.05939200147986412,0.3829759955406189,0.12390399724245071,0.02969600073993206,0.025599999353289604
0.07782399654388428,0.05632000043988228,0.3604480028152466,0.12083200365304947,0.028672000393271446,0.02457600086927414
0.07680000364780426,0.056384000927209854,0.3676159977912903,0.12908799946308136,0.029759999364614487,0.025599999353289604
0.0777600035071373,0.05734400078654289,0.36454400420188904,0.1228799968957901,0.028672000393271446,0.024639999493956566
0.07680000364780426,0.05632000043988228,0.3850240111351013,0.1228799968957901,0.028672000393271446,0.025599999353289604
0.07782399654388428,0.05632000043988228,0.3686400055885315,0.12492799758911133,0.028672000393271446,0.02457600086927414
0.0798719972372055,0.05939200147986412,0.3840000033378601,0.12697599828243256,0.02969600073993206,0.026623999699950218
0.07680000364780426,0.05632000043988228,0.362527996301651,0.12390399724245071,0.028672000393271446,0.02457600086927414
0.07782399654388428,0.09113600105047226,0.3676159977912903,0.12697599828243256,0.02969600073993206,0.026623999699950218
0.07577600330114365,0.05632000043988228,0.36556801199913025,0.12083200365304947,0.028575999662280083,0.02457600086927414
0.07577600330114365,0.05632000043988228,0.39532798528671265,0.12185599654912949,0.027648000046610832,0.025599999353289604
0.07680000364780426,0.05632000043988228,0.3676159977912903,0.12390399724245071,0.028672000393271446,0.02457600086927414
0.0798719972372055,0.060416001826524734,0.3952319920063019,0.12800000607967377,0.03993599861860275,0.025567999109625816
0.07577600330114365,0.05632000043988228,0.3635199964046478,0.12185599654912949,0.02768000029027462,0.02457600086927414
0.0798719972372055,0.060416001826524734,0.401311993598938,0.130048006772995,0.03174399957060814,0.026623999699950218
